,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,quantity,volume_m3,price_per_m3,nm_empresa,cidade,nm_mun,nm_uf,nu_latitude,nu_longitude
1941,https://fachi.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Materiais De Construcao Fachi Ltda,CANOAS,CANOAS,Rio Grande do Sul,-29.91869671,-51.18102978
1948,https://www.multimoveis.com,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Multimoveis Industria De Moveis Ltda,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1955,https://www.nhmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Novo Hamburgo Materiais De Construcao Ltda,ESTANCIA VELHA,ESTANCIA VELHA,Rio Grande do Sul,-29.65014797,-51.17429392
1960,https://www.multichapas.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Multichapas Produtos Para Moveis Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1969,https://www.plamacol.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Plamacol,IVOTI,IVOTI,Rio Grande do Sul,-29.59415652,-51.15957419
1973,https://www.palmasola.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Palmasola S A Madeiras E Agricultura,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1982,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Maciço Qualidade CC,2500 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-macico-qualidade-cc,2500.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
1988,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Finger Face Qualidade AA,2500 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-finger-face-qualidade-aa,2500.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
1994,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Finger Lateral Qualidade AA,2500 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-finger-lateral-qualidade-aa,2500.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
2000,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Finger Lateral Qualidade BC,2500 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-finger-lateral-qualidade-bc,2500.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
2006,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Base para Revestimento Qualidade B,3300 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-base-para-revestimento-qualidade-b,3300.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
2012,https://novomillenium.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Base para Revestimento Qualidade C,3300 x 1250 x 100,,https://novomillenium.com.br/produtos/painel-base-para-revestimento-qualidade-c,3300.0,1250.0,,,,1.0,,,Novo Millenium Moveis Ltda.,FLORES DA CUNHA,FLORES DA CUNHA,Rio Grande do Sul,-29.03114214,-51.18222058
2018,https://www.portobello.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Portobello Shop,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
2027,https://www.madeireiravirtual.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Virtual Materiais De Construcao,ALVORADA,ALVORADA,Rio Grande do Sul,-29.99749306,-51.07772945
2031,https://www.promovel.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Pro-Movel,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
2039,https://www.schoolcentershop.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,School Center Industria De Moveis Escolares Ltda.,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2048,www.carvalhomateriais.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Carvalho Materiais De Construcao,ERECHIM,ERECHIM,Rio Grande do Sul,-27.63340581,-52.2758769
2055,https://madesandri.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Sandri Groehs & Cia Ltda,SAO LEOPOLDO,SAO LEOPOLDO,Rio Grande do Sul,-29.76586654,-51.14623456
2062,https://www.schirmann.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Schirmann Materiais E Solucoes Para A Contrucao Ltda,IJUI,IJUI,Rio Grande do Sul,-28.38853654,-53.91806684
2067,https://www.kottwitzcenter.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Kottwitz - Materiais De Construcao,CANDELARIA,CANDELARIA,Rio Grande do Sul,-29.67128542,-52.78966844
2069,https://www.espacosmart.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Smart Center Comercio De Materiais De Construcao Ltda,GRAMADO,GRAMADO,Rio Grande do Sul,-29.37973752,-50.8719457
2075,https://www.sierra.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Sierra Moveis Ltda,GRAMADO,GRAMADO,Rio Grande do Sul,-29.37973752,-50.8719457
2081,https://www.signor.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Signor Erechim Ltda,ERECHIM,ERECHIM,Rio Grande do Sul,-27.63340581,-52.2758769
2088,https://www.lojasolar.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Lojas Solar,VALE REAL,VALE REAL,Rio Grande do Sul,-29.39228062,-51.25119656
2091,http://www.pisorei.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Piso Rei,GRAVATAI,GRAVATAI,Rio Grande do Sul,-29.94551891,-50.99079297
2099,https://www.casatotalmoveis.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Total Comercio De Moveis E Materiais De Construcao Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
2108,https://thony.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Thony Ferragem Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
2117,http://www.tissot.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Tissot Moveis Ltda,GRAMADO,GRAMADO,Rio Grande do Sul,-29.37973752,-50.8719457
2123,https://www.superproatacado.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Super Pro Atacado,ESTEIO,ESTEIO,Rio Grande do Sul,-29.8521863,-51.14383734
2128,https://tuacasaferragem.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Tua Casa Ferragem,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
2137,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 1200x300x18 mm,1200x300x18 mm,"R$ 53,67",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-1200x300x18-mm/91131123.html,1200.0,300.0,18.0,53.67,BRL,1.0,0.00648,8282.407407407409,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2146,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 600x300x18 mm,600x300x18 mm,"R$ 27,03",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-600x300x18-mm/91154063.html,600.0,300.0,18.0,27.03,BRL,1.0,0.00324,8342.592592592593,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2155,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1000x300x18 mm,1000x300x18 mm,"R$ 45,08",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1000x300x18-mm/91154103.html,1000.0,300.0,18.0,45.08,BRL,1.0,0.0054,8348.148148148148,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2164,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1500x400x18 mm,1500x400x18 mm,"R$ 89,30",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1500x400x18-mm/91154154.html,1500.0,400.0,18.0,89.3,BRL,1.0,0.0108,8268.518518518518,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2173,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 2000x300x18 mm,2000x300x18 mm,"R$ 89,30",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-2000x300x18-mm/91154203.html,2000.0,300.0,18.0,89.3,BRL,1.0,0.0108,8268.518518518518,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2182,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 800x400x18 mm,800x400x18 mm,"R$ 45,55",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-800x400x18-mm/91154084.html,800.0,400.0,18.0,45.55,BRL,1.0,0.00576,7907.98611111111,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2191,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1200x200x18 mm,1200x200x18 mm,"R$ 36,05",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1200x200x18-mm/91154122.html,1200.0,200.0,18.0,36.05,BRL,1.0,0.00432,8344.907407407407,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2200,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 600x400x18 mm,600x400x18 mm,"R$ 36,05",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-600x400x18-mm/91154064.html,600.0,400.0,18.0,36.05,BRL,1.0,0.00432,8344.907407407407,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2209,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1200x400x18 mm,1200x400x18 mm,"R$ 58,00",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1200x400x18-mm/91154124.html,1200.0,400.0,18.0,58.0,BRL,1.0,0.00864,6712.962962962963,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2218,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1200x600x18 mm,1200x600x18 mm,"R$ 56,50",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1200x600x18-mm/91154126.html,1200.0,600.0,18.0,56.5,BRL,1.0,0.01296,4359.567901234568,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2227,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 1000x200x18 mm,1000x200x18 mm,"R$ 29,88",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-1000x200x18-mm/91131102.html,1000.0,200.0,18.0,29.88,BRL,1.0,0.0036,8300.0,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2236,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1500x300x18 mm,1500x300x18 mm,"R$ 66,97",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1500x300x18-mm/91154153.html,1500.0,300.0,18.0,66.97,BRL,1.0,0.0081,8267.901234567902,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2245,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 800x200x18 mm,800x200x18 mm,"R$ 24,18",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-800x200x18-mm/91131082.html,800.0,200.0,18.0,24.18,BRL,1.0,0.00288,8395.833333333332,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2254,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 600x200x18 mm,600x200x18 mm,"R$ 18,00",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-600x200x18-mm/91131062.html,600.0,200.0,18.0,18.0,BRL,1.0,0.00216,8333.333333333334,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2263,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 600x300x18 mm,600x300x18 mm,"R$ 27,03",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-600x300x18-mm/91131063.html,600.0,300.0,18.0,27.03,BRL,1.0,0.00324,8342.592592592593,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2272,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 1200x200x18 mm,1200x200x18 mm,"R$ 36,05",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-1200x200x18-mm/91131122.html,1200.0,200.0,18.0,36.05,BRL,1.0,0.00432,8344.907407407407,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2281,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 600x200x18 mm,600x200x18 mm,"R$ 18,00",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-600x200x18-mm/91154062.html,600.0,200.0,18.0,18.0,BRL,1.0,0.00216,8333.333333333334,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2290,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 1000x200x18 mm,1000x200x18 mm,"R$ 29,88",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-1000x200x18-mm/91154102.html,1000.0,200.0,18.0,29.88,BRL,1.0,0.0036,8300.0,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2299,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco e Borda 800x200x18 mm,800x200x18 mm,"R$ 24,18",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-800x200x18-mm/91154082.html,800.0,200.0,18.0,24.18,BRL,1.0,0.00288,8395.833333333332,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2308,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Branco 800x200x18 mm,800x200x18 mm,"R$ 24,18",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-800x200x18-mm/91133082.html,800.0,200.0,18.0,24.18,BRL,1.0,0.00288,8395.833333333332,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2317,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Castanho Escuro 1000x200x18 mm,1000x200x18 mm,"R$ 29,88",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-castanho-escuro-1000x200x18-mm/91136102.html,1000.0,200.0,18.0,29.88,BRL,1.0,0.0036,8300.0,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2326,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 800x300x18 mm,800x300x18 mm,"R$ 36,05",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-800x300x18-mm/91131083.html,800.0,300.0,18.0,36.05,BRL,1.0,0.00432,8344.907407407407,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2335,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Castanho Escuro 800x200x18 mm,800x200x18 mm,"R$ 24,18",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-castanho-escuro-800x200x18-mm/91136082.html,800.0,200.0,18.0,24.18,BRL,1.0,0.00288,8395.833333333332,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2344,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Natural CC 1200x800x25 mm,1200x800x25 mm,"R$ 65,50",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-natural-cc-1200x800x25-mm/91155128.html,1200.0,800.0,25.0,65.5,BRL,1.0,0.024,2729.1666666666665,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2353,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Castanho Escuro 1200x200x18 mm,1200x200x18 mm,"R$ 36,05",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-castanho-escuro-1200x200x18-mm/91136122.html,1200.0,200.0,18.0,36.05,BRL,1.0,0.00432,8344.907407407407,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2362,https://www.tramontina.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare em Madeira Pinus com Acabamento Mel 1000x300x18 mm,1000x300x18 mm,"R$ 56,50",https://www.tramontina.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-mel-1000x300x18-mm/91131103.html,1000.0,300.0,18.0,56.5,BRL,1.0,0.0054,10462.962962962962,Tramontina Garibaldi Sa Industria Metalurgica,GARIBALDI,GARIBALDI,Rio Grande do Sul,-29.25454911,-51.52954846
2371,https://www.tumelero.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Tumelero,URUGUAIANA,URUGUAIANA,Rio Grande do Sul,-29.75982317,-57.08182491
2374,https://vemiler.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Vemiler,QUINZE DE NOVEMBRO,QUINZE DE NOVEMBRO,Rio Grande do Sul,-28.74236135,-53.09672206
2375,https://www.viveredesign.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Vivere Moveis Ltda,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
2382,https://galeriawalter.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Galeria Walter,PALMEIRA DAS MISSOES,PALMEIRA DAS MISSOES,Rio Grande do Sul,-27.90062088,-53.31495391
2385,https://www.zcmateriais.com,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Z C Materiais De Construcao Ltda,VACARIA,VACARIA,Rio Grande do Sul,-28.5023544,-50.93659916
2391,https://www.viviancentermat.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Vivian Materiais De Construcao Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
