,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,quantity,volume_m3,price_per_m3,nm_empresa,cidade,nm_mun,nm_uf,nu_latitude,nu_longitude
968,https://www.camainbox.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cama Inbox,UMUARAMA,UMUARAMA,Paraná,-23.76395,-53.3084598
973,https://tijolao.com.br/guarapuava,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Brasmaco Materiais De Construcao Ltda,GUARAPUAVA,GUARAPUAVA,Paraná,-25.39359198,-51.46343108
980,https://www.casadomdf.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Casa Do Mdf E Ferragens Comercial Ltda,PATO BRANCO,PATO BRANCO,Paraná,-26.22995852,-52.677362
987,https://www.lojamundialcelsokampa.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Loja Mundial,ARAUCARIA,ARAUCARIA,Paraná,-25.591645,-49.4019397
993,https://www.colibrimoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Colibri Moveis,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1000,https://www.cassol.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cassol Centerlar,SAO JOSE DOS PINHAIS,SAO JOSE DOS PINHAIS,Paraná,-25.537702,-49.20008247
1007,https://www.armazemdamarcenaria.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Comercio De Produtos Para Moveis Rr Ltda,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1015,https://cgsmoveis.com.br,painel pinus,ERROR,Erro ao executar a busca e extracao no site.,['painel pinus'],,,,,,,,,,,,,Cgs Moveis,MEDIANEIRA,MEDIANEIRA,Paraná,-25.2924975,-54.09178213
1021,https://delfinoguaira.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Delfino Materiais De Construcoes,GUAIRA,GUAIRA,São Paulo,-20.32014434,-48.31447049
1024,https://delfinoguaira.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Delfino Materiais De Construcoes,GUAIRA,GUAIRA,Paraná,-24.08527548,-54.24675772
1030,https://lojavirtual.cristalvel.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cristalvel Industria E Comercio De Utilidades Domesticas Ltda,CASCAVEL,CASCAVEL,Ceará,-4.131433678,-38.23968594
1033,https://lojavirtual.cristalvel.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cristalvel Industria E Comercio De Utilidades Domesticas Ltda,CASCAVEL,CASCAVEL,Paraná,-24.9537975,-53.45972218
1042,https://demobile.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Demobile,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1049,https://comtudoacabamentos.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Comtudo Acabamentos E Boutique Ltda,LARANJEIRAS DO SUL,LARANJEIRAS DO SUL,Paraná,-25.40168151,-52.40884742
1052,https://casaconexao.com.br/,painel pinus,ERROR,Não foi possível acessar o site casaconexao.com.br devido a erros de acesso (403 Forbidden) e bloqueios de segurança persistentes em múltiplos mecanismos de busca.,['painel pinus'],,,,,,,,,,,,,Casa Conexao De Materiais Hidraulicos Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1062,https://www.construcasabordignon.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Construcasa Solucao Em Acabamentos Ltda,SANTO ANTONIO DA PLATINA,SANTO ANTONIO DA PLATINA,Paraná,-23.29704883,-50.0773459
1067,https://www.deltasul.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Delta Sul - Industria E Comercio De Moveis Ltda,UMUARAMA,UMUARAMA,Paraná,-23.76395,-53.3084598
1072,https://districal.net/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,"Districal, Comercio De Ferro E Aco",FOZ DO IGUACU,FOZ DO IGUACU,Paraná,-25.54249328,-54.58710249
1078,loja.djmoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dj Moveis,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1085,https://loja.superdocemaringa.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Docenenem Ltda,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
1093,https://www.nichele.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de madeira de uso geral 2000x600x17mm,2000x600x17mm,"R$ 196,35",https://www.nichele.com.br/painel-de-madeira-de-uso-geral-2000x600x17mm/p,2000.0,600.0,17.0,196.35,BRL,1.0,0.0204,9624.999999999998,Deposito De Materiais Para Construcao Nichele Ltda,CAMPO LARGO,CAMPO LARGO,Paraná,-25.4594905,-49.52884145
1101,https://www.nichele.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de madeira de uso geral 1200x200x17mm,1200x200x17mm,"R$ 39,76",https://www.nichele.com.br/painel-de-madeira-de-uso-geral-1200x200x17mm/p,1200.0,200.0,17.0,39.76,BRL,1.0,0.00408,9745.098039215683,Deposito De Materiais Para Construcao Nichele Ltda,CAMPO LARGO,CAMPO LARGO,Paraná,-25.4594905,-49.52884145
1109,https://www.nichele.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de madeira de uso geral 600x200x17mm,600x200x17mm,"R$ 20,49",https://www.nichele.com.br/painel-de-madeira-de-uso-geral-600x200x17mm/p,600.0,200.0,17.0,20.49,BRL,1.0,0.00204,10044.117647058822,Deposito De Materiais Para Construcao Nichele Ltda,CAMPO LARGO,CAMPO LARGO,Paraná,-25.4594905,-49.52884145
1117,https://www.depositosaomarcos.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Deposito Sao Marcos,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1125,https://diprotec.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Diprotec Dist. De Prod. Tec. Para Const. Civil Ltda.,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1135,https://www.eletrorastro.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Eletrorastro Comercio De Material Eletrico Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1145,https://www.djmoveis.ind.br/pt/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dj Dormitorios Industria E Comercio De Moveis Ltda,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1152,https://dobue.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dobue Movelaria,SABAUDIA,SABAUDIA,Paraná,-23.31839562,-51.55670202
1155,estiloartefatos.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Estilo Artefatos De Madeiras Ltda,GUARAPUAVA,GUARAPUAVA,Paraná,-25.39359198,-51.46343108
1162,https://distribuidoraguarapuava.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Deposito Guarapuava,GUARAPUAVA,GUARAPUAVA,Paraná,-25.39359198,-51.46343108
1169,https://loja.forsetisolucoes.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Forseti Usinagem E Automacao Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1179,https://www.ferguile.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,[],,,,,,,,,,,,,Ferguile Estofados Ltda,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1186,https://lojasgasparin.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Gasparin -Materiais De Construcao,COLOMBO,COLOMBO,Paraná,-25.29434029,-49.22743798
1194,https://www.gmad.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Gmad Compmag Madeiras E Ferragens Ltda,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
1202,https://www.gaam.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Gaam Gabinetes,AMPERE,AMPERE,Paraná,-25.91706847,-53.47325674
1205,https://greenplac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Greenplac Tecnologia Industrial Ltda,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1212,https://www.hopemetais.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Hope Metais,LOANDA,LOANDA,Paraná,-22.93022862,-53.13446896
1216,https://www.abcdaconstrucao.com.br/diretorio-de-lojas/parana/guaratuba/centro,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Guaratuba Materiais De Construcao Ltda,GUARATUBA,GUARATUBA,Paraná,-25.87424198,-48.57572596
1220,https://www.gmad.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Gmad Compin Suprimentos Para Moveis Ltda,PINHAIS,PINHAIS,Paraná,-25.44219789,-49.19919742
1227,https://www.herbertmateriais.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Herbert Sa Materiais Eletricos E De Construcoes,UNIAO DA VITORIA,UNIAO DA VITORIA,Paraná,-26.2284345,-51.09060952
1235,https://www.herbertmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Herbert Materiais Para Construcao Ltda,UNIAO DA VITORIA,UNIAO DA VITORIA,Paraná,-26.2284345,-51.09060952
1243,https://www.imperiodomarceneiro.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Imperio Do Marceneiro Ltda,FRANCISCO BELTRAO,FRANCISCO BELTRAO,Paraná,-26.07845,-53.05613572
1249,https://www.moveisarapongas.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Lumalar Moveis,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1256,https://caciquemateriaisdeconstrucao.corpsuite.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cacique Materiais De Construcao,IBAITI,IBAITI,Paraná,-23.84982149,-50.19066627
1260,https://kitsparana.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Kit S Parana,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1267,https://mafrei.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mafrei Materiais De Construcao Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1277,https://www.mempra.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,[],,,,,,,,,,,,,Mempra Industria De Moveis Ltda,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1284,https://www.milium.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Milium Tem De Tudo Ltda,PARANAGUA,PARANAGUA,Paraná,-25.5068415,-48.52473284
1289,https://depositoreal.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Deposito De Material Para Construcao Sonho Real,PORTO RICO,PORTO RICO,Paraná,-22.77835156,-53.26796811
1291,https://www.mercantilbeleski.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mercantil Beleski,GOIOERE,GOIOERE,Paraná,-24.18918839,-53.02731891
1296,tintasecia.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Tintas & Cia,ASTORGA,ASTORGA,Paraná,-23.23671197,-51.66967926
1300,https://milanimateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Milani Materiais De Construcao,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1310,https://www.moveiscampolargo.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Campo Largo Industria E Comercio Ltda,CAMPO LARGO,CAMPO LARGO,Paraná,-25.4594905,-49.52884145
1318,https://www.pavinpavin.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Pavin & Pavin,PINHAIS,PINHAIS,Paraná,-25.44219789,-49.19919742
1325,https://www.moveisarapongas.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Movemax Moveis,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
1332,https://piumobile.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Piu Mobile Estofados,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
1340,https://raksa.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Raksa Materiais De Construcao,ARAUCARIA,ARAUCARIA,Paraná,-25.591645,-49.4019397
1346,https://www.revestacabamentos.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Revest Do Brasil Acabamentos Ltda,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
1354,https://guiadomarceneiro.net,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,[],,,,,,,,,,,,,Guia Do Marceneiro,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
1362,https://www.compensadoscolombo.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Compensados Colombo,COLOMBO,COLOMBO,Paraná,-25.29434029,-49.22743798
1370,https://www.rrmoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Rr Industria E Comerio De Moveis Ltda,PINHAIS,PINHAIS,Paraná,-25.44219789,-49.19919742
1377,https://www.telhanorte.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel Pinus 600 lixado 1,1x40,6x61cm amarelo Madvei","1,1x40,6x61cm",Indisponivel,https://www.telhanorte.com.br/painel-pinus-600-lixado-1-1x40-6x61cm-amarelo-madvei-1531581/p,610,400,11,,,1.0,,,Telhanorte Bordignon,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1385,https://www.telhanorte.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel Pinus 600 lixado 1,7x30,5x244cm amarelo Madvei","1,7x30,5x244cm",Indisponivel,https://www.telhanorte.com.br/painel-pinus-600-lixado-1-7x30-5x244cm-amarelo-madvei-1530917/p,305,2440,17,,,1.0,,,Telhanorte Bordignon,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1393,https://www.telhanorte.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel Pinus 600 lixado 1,7x40,6x61cm amarelo Madvei","1,7x40,6x61cm",Indisponivel,https://www.telhanorte.com.br/painel-pinus-600-lixado-1-7x40-6x61cm-amarelo-madvei-1531646/p,400,610,17,,,1.0,,,Telhanorte Bordignon,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1401,https://www.telhanorte.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel Pinus 600 lixado 1,7x30,5x122cm amarelo Madvei","1,7x30,5x122cm",Indisponivel,https://www.telhanorte.com.br/painel-pinus-600-lixado-1-7x30-5x122cm-amarelo-madvei-1531638/p,1220,305,,17,,1.0,,,Telhanorte Bordignon,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1409,https://www.telhanorte.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel Pinus 600 lixado 1,1x40,6x91cm amarelo Madvei","1,1x40,6x91cm",Indisponivel,https://www.telhanorte.com.br/painel-pinus-600-lixado-1-1x40-6x91cm-amarelo-madvei-1531590/p,910,406,11,,,1.0,,,Telhanorte Bordignon,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1417,https://www.rudegon.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Rudegon Representacoes E Comercio De Madeiras Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1427,https://www.espacosmart.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Smart Center Comercio De Materiais De Construcao Ltda,CASCAVEL,CASCAVEL,Ceará,-4.131433678,-38.23968594
1430,https://www.espacosmart.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Smart Center Comercio De Materiais De Construcao Ltda,CASCAVEL,CASCAVEL,Paraná,-24.9537975,-53.45972218
1439,https://www.todimo.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Todimo,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
1447,https://www.leomadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de Pinus sem Nó 18mm x 2500x1220mm,18mm x 2500x1220mm,"R$ 329,90",https://www.leomadeiras.com.br/painel-de-pinus-sem-no-18mm-x-2500x1220mm/p,2500.0,1220.0,18.0,329.9,BRL,1.0,0.0549,6009.1074681238615,R R Leo Comercio De Madeiras Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1457,https://www.leomadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de Pinus sem Nó 24mm x 2400x300mm Arte Pinus,24mm x 2400x300mm,"R$ 169,90",https://www.leomadeiras.com.br/painel-de-pinus-sem-no-24mm-x-2400x300mm-arte-pinus/p,2400.0,300.0,24.0,169.9,BRL,1.0,0.01728,9832.175925925929,R R Leo Comercio De Madeiras Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
1467,https://www.unicompen.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Unicompen Ltda,CASCAVEL,CASCAVEL,Ceará,-4.131433678,-38.23968594
1470,https://www.unicompen.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Unicompen Ltda,CASCAVEL,CASCAVEL,Paraná,-24.9537975,-53.45972218
1479,https://www.superproatacado.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Super Pro Atacado,CASCAVEL,CASCAVEL,Ceará,-4.131433678,-38.23968594
1482,https://www.superproatacado.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Super Pro Atacado,CASCAVEL,CASCAVEL,Paraná,-24.9537975,-53.45972218
1491,https://www.agrocontinental.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Agro Pecuaria Continental S A,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1500,https://www.barcelona.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Barcelona Moveis,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1508,https://www.asmmateriaisdeconstrucao.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Asm Materiais De Construcao Ltda,BAGE,BAGE,Rio Grande do Sul,-31.33050184,-54.10708329
1511,https://www.adamsredemac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Adams Materiais De Construcao Ltda,VENANCIO AIRES,VENANCIO AIRES,Rio Grande do Sul,-29.61165289,-52.19188024
1517,https://nabcdtem.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Bcd Casa E Construcao,ROSARIO DO SUL,ROSARIO DO SUL,Rio Grande do Sul,-30.24403324,-54.94576086
1521,https://belizzemoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Belizze Industria De Moveis Ltda,LAGOA VERMELHA,LAGOA VERMELHA,Rio Grande do Sul,-28.20887025,-51.52722853
1526,https://brv.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Brv - Moveis Ltda.,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1533,https://www.atacadosaojorge.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Madeireira Sao Jorge,PORTAO,PORTAO,Rio Grande do Sul,-29.6962586,-51.23014964
1537,https://www.calviredemac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Calvi,VIAMAO,VIAMAO,Rio Grande do Sul,-30.08189684,-51.02482049
1543,https://www.caculacentermat.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cacula Materiais Para Construcoes Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1552,https://www.briancini.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,"Briancini, Briancini & Cia Ltda",PASSO FUNDO,PASSO FUNDO,Rio Grande do Sul,-28.26176713,-52.40709509
1559,https://www.bigolinmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Bigolin Materiais Constru,ERECHIM,ERECHIM,Rio Grande do Sul,-27.63340581,-52.2758769
