nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Monte Castelo,4211108.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,1,Santa Catarina,Monte Castelo,Canoinhas,-26.45636247,-50.22627143
Monte Castelo,4211108.0,Santa Catarina,SC,Comércio varejista de materiais de construção,3,Santa Catarina,Monte Castelo,Canoinhas,-26.45636247,-50.22627143
Monte Mor,3531803.0,São Paulo,SP,Comércio varejista de materiais de construção,16,São Paulo,Monte Mor,Campinas,-22.945522,-47.31326925
Monte Mor,3531803.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,5,São Paulo,Monte Mor,Campinas,-22.945522,-47.31326925
Monte Negro,1101401.0,Rondônia,RO,Comércio varejista de materiais de construção,3,Rondônia,Monte Negro,Ariquemes,-10.26309776,-63.29555917
Monte Santo,2921500.0,Bahia,BA,Comércio varejista de materiais de construção,10,Bahia,Monte Santo,Euclides da Cunha,-10.44015774,-39.33270595
Monte Santo de Minas,3143203.0,Minas Gerais,MG,Comércio atacadista de materiais de construção,1,Minas Gerais,Monte Santo de Minas,São Sebastião do Paraíso,-21.19047484,-46.97711855
Monte Santo de Minas,3143203.0,Minas Gerais,MG,Comércio varejista de materiais de construção,7,Minas Gerais,Monte Santo de Minas,São Sebastião do Paraíso,-21.19047484,-46.97711855
Monte Siao,3143401.0,Minas Gerais,MG,Comércio varejista de materiais de construção,6,Minas Gerais,Monte Siao,Poços de Caldas,-22.43354882,-46.57370269
Monteiro,2509701.0,Paraíba,PB,Comércio varejista de materiais de construção,11,Paraíba,Monteiro,Cariri Ocidental,-7.892217,-37.12268068
Monteiro Lobato,3531704.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Monteiro Lobato,Campos do Jordão,-22.95501058,-45.84815198
Monteiropolis,2705408.0,Alagoas,AL,Comércio varejista de materiais de construção,2,Alagoas,Monteiropolis,Batalha,-9.602327539,-37.2452721
Montenegro,4312401.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,21,Rio Grande do Sul,Montenegro,Montenegro,-29.68811861,-51.46129938
Montenegro,4312401.0,Rio Grande do Sul,RS,Fabricação de outros artigos de carpintaria para construção,1,Rio Grande do Sul,Montenegro,Montenegro,-29.68811861,-51.46129938
Montes Altos,2107001.0,Maranhão,MA,Comércio varejista de materiais de construção,1,Maranhão,Montes Altos,Imperatriz,-5.828562504,-47.07043951
Montes Claros,3143302.0,Minas Gerais,MG,Comércio atacadista de materiais de construção,3,Minas Gerais,Montes Claros,Montes Claros,-16.72270664,-43.86542243
Montes Claros,3143302.0,Minas Gerais,MG,Comércio varejista de materiais de construção,73,Minas Gerais,Montes Claros,Montes Claros,-16.72270664,-43.86542243
Montes Claros,3143302.0,Minas Gerais,MG,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Minas Gerais,Montes Claros,Montes Claros,-16.72270664,-43.86542243
Montes Claros,3143302.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,4,Minas Gerais,Montes Claros,Montes Claros,-16.72270664,-43.86542243
Montes Claros de Goias,5213707.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Montes Claros de Goias,Aragarças,-16.00475991,-51.40049888
Montividiu,5213756.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Montividiu,Sudoeste de Goiás,-17.444462,-51.1751446
Morada Nova,2308708.0,Ceará,CE,Comércio varejista de materiais de construção,6,Ceará,Morada Nova,Baixo Jaguaribe,-5.096952,-38.36490735
Morada Nova de Minas,3143500.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Morada Nova de Minas,Três Marias,-18.60744472,-45.35550235
Moreira Sales,4116109.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Moreira Sales,Goioerê,-24.04475824,-53.01344657
Moreno,2609402.0,Pernambuco,PE,Comércio varejista de materiais de construção,4,Pernambuco,Moreno,Recife,-8.11869453,-35.0948691
Moreno,2609402.0,Pernambuco,PE,Fabricação de casas de madeira pré-fabricadas,2,Pernambuco,Moreno,Recife,-8.11869453,-35.0948691
Mormaco,4312427.0,Rio Grande do Sul,RS,Fabricação de casas de madeira pré-fabricadas,1,Rio Grande do Sul,Mormaco,Soledade,-28.69335122,-52.69282632
Morpara,2921609.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Morpara,Barra,-11.55804254,-43.27791341
Morretes,4116208.0,Paraná,PR,Comércio varejista de materiais de construção,5,Paraná,Morretes,Paranaguá,-25.47848168,-48.8315392
Morrinhos,5213806.0,Goiás,GO,Comércio varejista de materiais de construção,9,Goiás,Morrinhos,Meia Ponte,-17.7352711,-49.11017707
Morrinhos do Sul,4312443.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Morrinhos do Sul,Osório,-29.36296363,-49.93276297
Morro Agudo,3531902.0,São Paulo,SP,Comércio varejista de materiais de construção,5,São Paulo,Morro Agudo,São Joaquim da Barra,-20.732663,-48.05759383
Morro Grande,4211256.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Santa Catarina,Morro Grande,Araranguá,-28.79971954,-49.71879998
Morro Redondo,4312450.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Morro Redondo,Pelotas,-31.58220323,-52.6577802
Morro Reuter,4312476.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Morro Reuter,Gramado-Canela,-29.53934166,-51.08008835
Morro Reuter,4312476.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Morro Reuter,Gramado-Canela,-29.53934166,-51.08008835
Morro Reuter,4312476.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Morro Reuter,Gramado-Canela,-29.53934166,-51.08008835
Morro Reuter,4312476.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,2,Rio Grande do Sul,Morro Reuter,Gramado-Canela,-29.53934166,-51.08008835
Morro da Fumaca,4211207.0,Santa Catarina,SC,Comércio varejista de materiais de construção,2,Santa Catarina,Morro da Fumaca,Criciúma,-28.65478784,-49.21325651
Morro da Fumaca,4211207.0,Santa Catarina,SC,Fabricação de casas de madeira pré-fabricadas,1,Santa Catarina,Morro da Fumaca,Criciúma,-28.65478784,-49.21325651
Morro da Fumaca,4211207.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,1,Santa Catarina,Morro da Fumaca,Criciúma,-28.65478784,-49.21325651
Morro do Chapeu,2921708.0,Bahia,BA,Comércio varejista de materiais de construção,3,Bahia,Morro do Chapeu,Jacobina,-11.55012611,-41.15909651
Morro do Chapeu,2921708.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Morro do Chapeu,Jacobina,-11.55012611,-41.15909651
Morro do Pilar,3143708.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Morro do Pilar,Conceição do Mato Dentro,-19.21834223,-43.37480418
Morros,2107100.0,Maranhão,MA,Comércio varejista de materiais de construção,3,Maranhão,Morros,Rosário,-2.861478953,-44.04454454
Mortugaba,2921807.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Mortugaba,Guanambi,-15.01640729,-42.38044892
Morungaba,3532009.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Morungaba,Bragança Paulista,-22.88103093,-46.79134439
Mossoro,2408003.0,Rio Grande do Norte,RN,Comércio atacadista de materiais de construção,3,Rio Grande do Norte,Mossoro,Mossoró,-5.193801235,-37.35687414
Mossoro,2408003.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,47,Rio Grande do Norte,Mossoro,Mossoró,-5.193801235,-37.35687414
Mossoro,2408003.0,Rio Grande do Norte,RN,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Rio Grande do Norte,Mossoro,Mossoró,-5.193801235,-37.35687414
Mossoro,2408003.0,Rio Grande do Norte,RN,Fabricação de móveis com predominância de madeira,6,Rio Grande do Norte,Mossoro,Mossoró,-5.193801235,-37.35687414
Mostardas,4312500.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,3,Rio Grande do Sul,Mostardas,Osório,-31.10822511,-50.91915885
Mostardas,4312500.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,3,Rio Grande do Sul,Mostardas,Osório,-31.10822511,-50.91915885
Motuca,3532058.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Motuca,Araraquara,-21.50760944,-48.15066125
Mozarlandia,5214002.0,Goiás,GO,Comércio varejista de materiais de construção,2,Goiás,Mozarlandia,São Miguel do Araguaia,-14.74758948,-50.57021361
Muana,1504901.0,Pará,PA,Comércio varejista de materiais de construção,1,Pará,Muana,Arari,-1.530026208,-49.21683244
Mucajai,1400308.0,Roraima,RR,Comércio varejista de materiais de construção,1,Roraima,Mucajai,Caracaraí,2.479772235,-60.91151853
Mucambo,2309003.0,Ceará,CE,Comércio varejista de materiais de construção,1,Ceará,Mucambo,Sobral,-3.90602998,-40.74528047
Mucuge,2921906.0,Bahia,BA,Comércio varejista de materiais de construção,3,Bahia,Mucuge,Seabra,-13.0038942,-41.37321301
Mucum,4312609.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Mucum,Lajeado-Estrela,-29.16561481,-51.86605553
Mucum,4312609.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,2,Rio Grande do Sul,Mucum,Lajeado-Estrela,-29.16561481,-51.86605553
Mucuri,2922003.0,Bahia,BA,Comércio varejista de materiais de construção,10,Bahia,Mucuri,Porto Seguro,-18.08853974,-39.54754589
Muitos Capoes,4312617.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Muitos Capoes,Vacaria,-28.3189128,-51.18460234
Muliterno,4312625.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Muliterno,Passo Fundo,-28.33026536,-51.76870124
Mulungu do Morro,2922052.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Mulungu do Morro,Irecê,-11.96722002,-41.64380001
Mundo Novo,5005681.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,6,Mato Grosso do Sul,Mundo Novo,Iguatemi,-23.93527362,-54.28166142
Mundo Novo,5005681.0,Mato Grosso do Sul,MS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Mato Grosso do Sul,Mundo Novo,Iguatemi,-23.93527362,-54.28166142
Mundo Novo,5005681.0,Mato Grosso do Sul,MS,Fabricação de móveis com predominância de madeira,1,Mato Grosso do Sul,Mundo Novo,Iguatemi,-23.93527362,-54.28166142
Mundo Novo,5214051.0,Goiás,GO,Comércio varejista de materiais de construção,2,Goiás,Mundo Novo,São Miguel do Araguaia,-13.76557692,-50.28568772
Munhoz,3143807.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Munhoz,Pouso Alegre,-22.61278269,-46.36037093
Muniz Ferreira,2922201.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Muniz Ferreira,Santo Antônio de Jesus,-12.9973037,-39.1129817
Muniz Freire,3203700.0,Espírito Santo,ES,Comércio varejista de materiais de construção,8,Espírito Santo,Muniz Freire,Alegre,-20.45654559,-41.41751378
Muniz Freire,3203700.0,Espírito Santo,ES,Fabricação de móveis com predominância de madeira,4,Espírito Santo,Muniz Freire,Alegre,-20.45654559,-41.41751378
Muqui,3203809.0,Espírito Santo,ES,Comércio varejista de materiais de construção,4,Espírito Santo,Muqui,Cachoeiro de Itapemirim,-20.95369231,-41.346214
Muriae,3143906.0,Minas Gerais,MG,Comércio varejista de materiais de construção,28,Minas Gerais,Muriae,Muriaé,-21.13204679,-42.3610749
Muriae,3143906.0,Minas Gerais,MG,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Minas Gerais,Muriae,Muriaé,-21.13204679,-42.3610749
Muriae,3143906.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,2,Minas Gerais,Muriae,Muriaé,-21.13204679,-42.3610749
Murici,2705507.0,Alagoas,AL,Comércio varejista de materiais de construção,3,Alagoas,Murici,Mata Alagoana,-9.316301144,-35.94755559
Murici,2705507.0,Alagoas,AL,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Alagoas,Murici,Mata Alagoana,-9.316301144,-35.94755559
Muritiba,2922300.0,Bahia,BA,Comércio atacadista de materiais de construção,1,Bahia,Muritiba,Santo Antônio de Jesus,-12.62337244,-38.98868882
Muritiba,2922300.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Muritiba,Santo Antônio de Jesus,-12.62337244,-38.98868882
Murutinga do Sul,3532108.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Murutinga do Sul,Andradina,-20.99429809,-51.27713819
Mutuipe,2922409.0,Bahia,BA,Comércio varejista de materiais de construção,5,Bahia,Mutuipe,Jequié,-13.22937332,-39.50416385
Mutum,3144003.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Mutum,Aimorés,-19.80718922,-41.43913852
Mutum,3144003.0,Minas Gerais,MG,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Minas Gerais,Mutum,Aimorés,-19.80718922,-41.43913852
Mutum,3144003.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,1,Minas Gerais,Mutum,Aimorés,-19.80718922,-41.43913852
Muzambinho,3144102.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Muzambinho,São Sebastião do Paraíso,-21.37301275,-46.52680469
Nantes,3532157.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Nantes,Assis,-22.62011758,-51.2385875
Nanuque,3144300.0,Minas Gerais,MG,Comércio varejista de materiais de construção,11,Minas Gerais,Nanuque,Nanuque,-17.83899335,-40.35173883
Nanuque,3144300.0,Minas Gerais,MG,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Minas Gerais,Nanuque,Nanuque,-17.83899335,-40.35173883
Nao-Me-Toque,4312658.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,4,Rio Grande do Sul,Nao-Me-Toque,Não-Me-Toque,-28.45990677,-52.81927949
Narandiba,3532207.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Narandiba,Presidente Prudente,-22.4042832,-51.52423985
Natal,2408102.0,Rio Grande do Norte,RN,Comércio atacadista de materiais de construção,1,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natal,2408102.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,114,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natal,2408102.0,Rio Grande do Norte,RN,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natal,2408102.0,Rio Grande do Norte,RN,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natal,2408102.0,Rio Grande do Norte,RN,Fabricação de móveis com predominância de madeira,13,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natal,2408102.0,Rio Grande do Norte,RN,Fabricação de outros artigos de carpintaria para construção,3,Rio Grande do Norte,Natal,Natal,-5.750898538,-35.25225473
Natalandia,3144375.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Natalandia,Unaí,-16.50383648,-46.49753436
Natividade,3303104.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,3,Rio de Janeiro,Natividade,Itaperuna,-21.04375699,-41.97644031
Natividade da Serra,3532306.0,São Paulo,SP,Comércio atacadista de materiais de construção,3,São Paulo,Natividade da Serra,Paraibuna/Paraitinga,-23.37578698,-45.44640047
Navegantes,4211306.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,8,Santa Catarina,Navegantes,Itajaí,-26.89743912,-48.6491829
Navegantes,4211306.0,Santa Catarina,SC,Comércio varejista de materiais de construção,15,Santa Catarina,Navegantes,Itajaí,-26.89743912,-48.6491829
Navegantes,4211306.0,Santa Catarina,SC,Fabricação de casas de madeira pré-fabricadas,1,Santa Catarina,Navegantes,Itajaí,-26.89743912,-48.6491829
Navegantes,4211306.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,5,Santa Catarina,Navegantes,Itajaí,-26.89743912,-48.6491829
Navirai,5005707.0,Mato Grosso do Sul,MS,Comércio atacadista de materiais de construção,1,Mato Grosso do Sul,Navirai,Iguatemi,-23.05999948,-54.19883617
Navirai,5005707.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,15,Mato Grosso do Sul,Navirai,Iguatemi,-23.05999948,-54.19883617
Navirai,5005707.0,Mato Grosso do Sul,MS,Fabricação de móveis com predominância de madeira,1,Mato Grosso do Sul,Navirai,Iguatemi,-23.05999948,-54.19883617
Nazare,1714302.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Nazare,Bico do Papagaio,-6.372557969,-47.66697718
Nazare,2922508.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Nazare,Santo Antônio de Jesus,-13.03514822,-39.01062258
Nazare Paulista,3532405.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Nazare Paulista,Bragança Paulista,-23.17869581,-46.40259021
Nazare Paulista,3532405.0,São Paulo,SP,Comércio varejista de materiais de construção,4,São Paulo,Nazare Paulista,Bragança Paulista,-23.17869581,-46.40259021
Nazare Paulista,3532405.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Nazare Paulista,Bragança Paulista,-23.17869581,-46.40259021
Nazare da Mata,2609501.0,Pernambuco,PE,Comércio varejista de materiais de construção,3,Pernambuco,Nazare da Mata,Mata Setentrional Pernambucana,-7.737688,-35.2213387
Nazareno,3144508.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Nazareno,São João Del Rei,-21.21769697,-44.61723466
Nazaria,2206720.0,Piauí,PI,Comércio varejista de materiais de construção,1,Piauí,Nazaria,Teresina,-5.346925,-42.81404847
Nazaria,2206720.0,Piauí,PI,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Piauí,Nazaria,Teresina,-5.346925,-42.81404847
Nepomuceno,3144607.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Nepomuceno,Lavras,-21.23457694,-45.23742912
Neropolis,5214507.0,Goiás,GO,Comércio varejista de materiais de construção,8,Goiás,Neropolis,Goiânia,-16.40404368,-49.22446253
Neves Paulista,3532504.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Neves Paulista,Nhandeara,-20.84391616,-49.63047485
Neves Paulista,3532504.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Neves Paulista,Nhandeara,-20.84391616,-49.63047485
Nhamunda,1303007.0,Amazonas,AM,Comércio varejista de materiais de construção,3,Amazonas,Nhamunda,Parintins,-2.188983767,-56.71676991
Nhandeara,3532603.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Nhandeara,Nhandeara,-20.6948235,-50.0402745
Nicolau Vergueiro,4312674.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nicolau Vergueiro,Passo Fundo,-28.53621481,-52.46240067
Nilo Pecanha,2922607.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Nilo Pecanha,Valença,-13.60449442,-39.11298551
Nilopolis,3303203.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,8,Rio de Janeiro,Nilopolis,Rio de Janeiro,-22.80751422,-43.41660998
Nilopolis,3303203.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,2,Rio de Janeiro,Nilopolis,Rio de Janeiro,-22.80751422,-43.41660998
Nilopolis,3303203.0,Rio de Janeiro,RJ,Fabricação de outros artigos de carpintaria para construção,1,Rio de Janeiro,Nilopolis,Rio de Janeiro,-22.80751422,-43.41660998
Nioaque,5005806.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,4,Mato Grosso do Sul,Nioaque,Bodoquena,-21.15815231,-55.83388992
Nioaque,5005806.0,Mato Grosso do Sul,MS,Fabricação de móveis com predominância de madeira,1,Mato Grosso do Sul,Nioaque,Bodoquena,-21.15815231,-55.83388992
Nipoa,3532702.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Nipoa,Nhandeara,-20.91390243,-49.78089865
Niquelandia,5214606.0,Goiás,GO,Comércio varejista de materiais de construção,7,Goiás,Niquelandia,Porangatu,-14.46911014,-48.45858515
Nisia Floresta,2408201.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,7,Rio Grande do Norte,Nisia Floresta,Macaíba,-6.090714146,-35.21130956
Niteroi,3303302.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,116,Rio de Janeiro,Niteroi,Rio de Janeiro,-22.89645239,-43.07582317
Niteroi,3303302.0,Rio de Janeiro,RJ,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio de Janeiro,Niteroi,Rio de Janeiro,-22.89645239,-43.07582317
Niteroi,3303302.0,Rio de Janeiro,RJ,Fabricação de casas de madeira pré-fabricadas,1,Rio de Janeiro,Niteroi,Rio de Janeiro,-22.89645239,-43.07582317
Niteroi,3303302.0,Rio de Janeiro,RJ,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio de Janeiro,Niteroi,Rio de Janeiro,-22.89645239,-43.07582317
Niteroi,3303302.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,6,Rio de Janeiro,Niteroi,Rio de Janeiro,-22.89645239,-43.07582317
Nobres,5105903.0,Mato Grosso,MT,Comércio varejista de materiais de construção,4,Mato Grosso,Nobres,Alto Teles Pires,-14.72450027,-56.33408483
Nobres,5105903.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,2,Mato Grosso,Nobres,Alto Teles Pires,-14.72450027,-56.33408483
Nonoai,4312708.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nonoai,Frederico Westphalen,-27.35466453,-52.77618857
Nonoai,4312708.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nonoai,Frederico Westphalen,-27.35466453,-52.77618857
Nordestina,2922656.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Nordestina,Euclides da Cunha,-10.83205352,-39.42913085
Nossa Senhora da Gloria,2804508.0,Sergipe,SE,Comércio varejista de materiais de construção,9,Sergipe,Nossa Senhora da Gloria,Sergipana do Sertão do São Francisco,-10.21568685,-37.41992146
Nossa Senhora da Gloria,2804508.0,Sergipe,SE,Fabricação de móveis com predominância de madeira,2,Sergipe,Nossa Senhora da Gloria,Sergipana do Sertão do São Francisco,-10.21568685,-37.41992146
Nossa Senhora das Dores,2804607.0,Sergipe,SE,Comércio varejista de materiais de construção,2,Sergipe,Nossa Senhora das Dores,Nossa Senhora das Dores,-10.49205437,-37.19371121
Nossa Senhora das Gracas,4116406.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Nossa Senhora das Gracas,Astorga,-22.91056251,-51.79514752
Nossa Senhora do Livramento,5106109.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,2,Mato Grosso,Nossa Senhora do Livramento,Cuiabá,-15.78967621,-56.34525856
Nossa Senhora do Livramento,5106109.0,Mato Grosso,MT,Comércio varejista de materiais de construção,1,Mato Grosso,Nossa Senhora do Livramento,Cuiabá,-15.78967621,-56.34525856
Nossa Senhora do Socorro,2804805.0,Sergipe,SE,Comércio varejista de materiais de construção,19,Sergipe,Nossa Senhora do Socorro,Aracaju,-10.84875418,-37.12849613
Nossa Senhora do Socorro,2804805.0,Sergipe,SE,Fabricação de móveis com predominância de madeira,3,Sergipe,Nossa Senhora do Socorro,Aracaju,-10.84875418,-37.12849613
Nova Alianca,3532801.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Nova Alianca,São José do Rio Preto,-21.01373472,-49.50713835
Nova Alvorada,4312757.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Nova Alvorada,Guaporé,-28.67656443,-52.16713392
Nova Alvorada do Sul,5006002.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,5,Mato Grosso do Sul,Nova Alvorada do Sul,Dourados,-21.46663425,-54.3828036
Nova America,5214705.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Nova America,Ceres,-15.01838586,-49.8993154
Nova Andradina,5006200.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,29,Mato Grosso do Sul,Nova Andradina,Nova Andradina,-22.24875931,-53.35157381
Nova Andradina,5006200.0,Mato Grosso do Sul,MS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Mato Grosso do Sul,Nova Andradina,Nova Andradina,-22.24875931,-53.35157381
Nova Andradina,5006200.0,Mato Grosso do Sul,MS,Fabricação de móveis com predominância de madeira,2,Mato Grosso do Sul,Nova Andradina,Nova Andradina,-22.24875931,-53.35157381
Nova Araca,4312807.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,3,Rio Grande do Sul,Nova Araca,Guaporé,-28.65817604,-51.74216463
Nova Araca,4312807.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nova Araca,Guaporé,-28.65817604,-51.74216463
Nova Aurora,4116703.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Nova Aurora,Cascavel,-24.52848533,-53.25752554
Nova Bandeirantes,5106158.0,Mato Grosso,MT,Comércio varejista de materiais de construção,4,Mato Grosso,Nova Bandeirantes,Alta Floresta,-9.84295282,-57.8184758
Nova Bandeirantes,5106158.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,1,Mato Grosso,Nova Bandeirantes,Alta Floresta,-9.84295282,-57.8184758
Nova Bassano,4312906.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nova Bassano,Guaporé,-28.72346864,-51.70323142
Nova Bassano,4312906.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nova Bassano,Guaporé,-28.72346864,-51.70323142
Nova Boa Vista,4312955.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nova Boa Vista,Carazinho,-27.98796766,-52.98147684
Nova Boa Vista,4312955.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nova Boa Vista,Carazinho,-27.98796766,-52.98147684
Nova Brasilandia,5106208.0,Mato Grosso,MT,Comércio varejista de materiais de construção,1,Mato Grosso,Nova Brasilandia,Paranatinga,-14.92546446,-54.97190887
Nova Brasilandia D'Oeste,1100148.0,Rondônia,RO,Comércio varejista de materiais de construção,3,Rondônia,Nova Brasilandia D'Oeste,Alvorada D'Oeste,-11.72132541,-62.30823016
Nova Canaa,2922706.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Nova Canaa,Vitória da Conquista,-14.79359809,-40.14517465
Nova Canaa do Norte,5106216.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,1,Mato Grosso,Nova Canaa do Norte,Colíder,-10.63110423,-55.71487731
Nova Canaa do Norte,5106216.0,Mato Grosso,MT,Comércio varejista de materiais de construção,1,Mato Grosso,Nova Canaa do Norte,Colíder,-10.63110423,-55.71487731
