nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Nova Canaa do Norte,5106216.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Mato Grosso,Nova Canaa do Norte,Colíder,-10.63110423,-55.71487731
Nova Canaa do Norte,5106216.0,Mato Grosso,MT,Fabricação de casas de madeira pré-fabricadas,1,Mato Grosso,Nova Canaa do Norte,Colíder,-10.63110423,-55.71487731
Nova Candelaria,4313011.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nova Candelaria,Três Passos,-27.61209816,-54.10411424
Nova Candelaria,4313011.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nova Candelaria,Três Passos,-27.61209816,-54.10411424
Nova Cantu,4116802.0,Paraná,PR,Fabricação de móveis com predominância de madeira,1,Paraná,Nova Cantu,Goioerê,-24.67077884,-52.57099216
Nova Colinas,2107258.0,Maranhão,MA,Comércio varejista de materiais de construção,2,Maranhão,Nova Colinas,Chapadas das Mangabeiras,-7.120566004,-46.25932522
Nova Crixas,5214838.0,Goiás,GO,Comércio varejista de materiais de construção,3,Goiás,Nova Crixas,São Miguel do Araguaia,-14.09561143,-50.34200033
Nova Cruz,2408300.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,3,Rio Grande do Norte,Nova Cruz,Agreste Potiguar,-6.480064792,-35.43230039
Nova Era,3144706.0,Minas Gerais,MG,Comércio atacadista de materiais de construção,1,Minas Gerais,Nova Era,Itabira,-19.76442307,-43.03545685
Nova Era,3144706.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Nova Era,Itabira,-19.76442307,-43.03545685
Nova Erechim,4211405.0,Santa Catarina,SC,Comércio varejista de materiais de construção,7,Santa Catarina,Nova Erechim,Chapecó,-26.9012734,-52.91128667
Nova Erechim,4211405.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Santa Catarina,Nova Erechim,Chapecó,-26.9012734,-52.91128667
Nova Erechim,4211405.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,9,Santa Catarina,Nova Erechim,Chapecó,-26.9012734,-52.91128667
Nova Esperanca,4116901.0,Paraná,PR,Comércio atacadista de materiais de construção,1,Paraná,Nova Esperanca,Astorga,-23.18425139,-52.20486636
Nova Esperanca,4116901.0,Paraná,PR,Comércio varejista de materiais de construção,8,Paraná,Nova Esperanca,Astorga,-23.18425139,-52.20486636
Nova Esperanca,4116901.0,Paraná,PR,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Paraná,Nova Esperanca,Astorga,-23.18425139,-52.20486636
Nova Esperanca do Piria,1504950.0,Pará,PA,Comércio atacadista de materiais de construção,1,Pará,Nova Esperanca do Piria,Guamá,-2.267625989,-46.96209288
Nova Esperanca do Piria,1504950.0,Pará,PA,Comércio varejista de materiais de construção,5,Pará,Nova Esperanca do Piria,Guamá,-2.267625989,-46.96209288
Nova Esperanca do Sudoeste,4116950.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Nova Esperanca do Sudoeste,Francisco Beltrão,-25.89877921,-53.26420732
Nova Europa,3532900.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Nova Europa,Araraquara,-21.77892288,-48.56214043
Nova Fatima,2922730.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Nova Fatima,Serrinha,-11.60839839,-39.63221709
Nova Fatima,4117008.0,Paraná,PR,Comércio varejista de materiais de construção,4,Paraná,Nova Fatima,Cornélio Procópio,-23.43235857,-50.56231422
Nova Floresta,2510105.0,Paraíba,PB,Comércio varejista de materiais de construção,3,Paraíba,Nova Floresta,Curimataú Ocidental,-6.456139942,-36.20249543
Nova Friburgo,3303401.0,Rio de Janeiro,RJ,Comércio atacadista de materiais de construção,3,Rio de Janeiro,Nova Friburgo,Nova Friburgo,-22.28646146,-42.53277126
Nova Friburgo,3303401.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,43,Rio de Janeiro,Nova Friburgo,Nova Friburgo,-22.28646146,-42.53277126
Nova Friburgo,3303401.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,5,Rio de Janeiro,Nova Friburgo,Nova Friburgo,-22.28646146,-42.53277126
Nova Granada,3533007.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Nova Granada,São José do Rio Preto,-20.533154,-49.32009288
Nova Granada,3533007.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,2,São Paulo,Nova Granada,São José do Rio Preto,-20.533154,-49.32009288
Nova Guarita,5108808.0,Mato Grosso,MT,Comércio varejista de materiais de construção,4,Mato Grosso,Nova Guarita,Colíder,-10.30884643,-55.40307014
Nova Hartz,4313060.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,7,Rio Grande do Sul,Nova Hartz,Porto Alegre,-29.58574753,-50.90379343
Nova Hartz,4313060.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,3,Rio Grande do Sul,Nova Hartz,Porto Alegre,-29.58574753,-50.90379343
Nova Ibia,2922755.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Nova Ibia,Ilhéus-Itabuna,-13.80990737,-39.62568605
Nova Iguacu,3303500.0,Rio de Janeiro,RJ,Comércio atacadista de materiais de construção,2,Rio de Janeiro,Nova Iguacu,Rio de Janeiro,-22.75983483,-43.45034533
Nova Iguacu,3303500.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,97,Rio de Janeiro,Nova Iguacu,Rio de Janeiro,-22.75983483,-43.45034533
Nova Iguacu,3303500.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,10,Rio de Janeiro,Nova Iguacu,Rio de Janeiro,-22.75983483,-43.45034533
Nova Iguacu de Goias,5214879.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Nova Iguacu de Goias,Porangatu,-14.28347741,-49.39077011
Nova Independencia,3533205.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Nova Independencia,Andradina,-21.104542,-51.49044653
Nova Ipixuna,1504976.0,Pará,PA,Comércio varejista de materiais de construção,2,Pará,Nova Ipixuna,Tucuruí,-4.923086307,-49.07988694
Nova Itaberaba,4211454.0,Santa Catarina,SC,Comércio varejista de materiais de construção,1,Santa Catarina,Nova Itaberaba,Chapecó,-26.94288988,-52.81124405
Nova Itarana,2922805.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Nova Itarana,Jequié,-13.03304989,-40.06924973
Nova Lacerda,5106182.0,Mato Grosso,MT,Comércio varejista de materiais de construção,1,Mato Grosso,Nova Lacerda,Alto Guaporé,-14.46978899,-59.5903305
Nova Laranjeiras,4117057.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Nova Laranjeiras,Guarapuava,-25.30674592,-52.53937045
Nova Lima,3144805.0,Minas Gerais,MG,Comércio varejista de materiais de construção,40,Minas Gerais,Nova Lima,Belo Horizonte,-19.98389299,-43.84978336
Nova Lima,3144805.0,Minas Gerais,MG,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Minas Gerais,Nova Lima,Belo Horizonte,-19.98389299,-43.84978336
Nova Lima,3144805.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,6,Minas Gerais,Nova Lima,Belo Horizonte,-19.98389299,-43.84978336
Nova Londrina,4117107.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Nova Londrina,Paranavaí,-22.7638686,-52.98631263
Nova Mamore,1100338.0,Rondônia,RO,Comércio atacadista de materiais de construção,1,Rondônia,Nova Mamore,Porto Velho,-10.41177129,-65.32914902
Nova Mamore,1100338.0,Rondônia,RO,Comércio varejista de materiais de construção,8,Rondônia,Nova Mamore,Porto Velho,-10.41177129,-65.32914902
Nova Marilandia,5108857.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,1,Mato Grosso,Nova Marilandia,Alto Paraguai,-14.36245127,-56.97317679
Nova Marilandia,5108857.0,Mato Grosso,MT,Comércio varejista de materiais de construção,2,Mato Grosso,Nova Marilandia,Alto Paraguai,-14.36245127,-56.97317679
Nova Maringa,5108907.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,3,Mato Grosso,Nova Maringa,Arinos,-13.01142695,-57.09855167
Nova Maringa,5108907.0,Mato Grosso,MT,Comércio varejista de materiais de construção,6,Mato Grosso,Nova Maringa,Arinos,-13.01142695,-57.09855167
Nova Maringa,5108907.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",4,Mato Grosso,Nova Maringa,Arinos,-13.01142695,-57.09855167
Nova Monte Verde,5108956.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,3,Mato Grosso,Nova Monte Verde,Alta Floresta,-9.972616927,-57.47236931
Nova Monte Verde,5108956.0,Mato Grosso,MT,Comércio varejista de materiais de construção,2,Mato Grosso,Nova Monte Verde,Alta Floresta,-9.972616927,-57.47236931
Nova Mutum,5106224.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,3,Mato Grosso,Nova Mutum,Alto Teles Pires,-13.83272569,-56.11000525
Nova Mutum,5106224.0,Mato Grosso,MT,Comércio varejista de materiais de construção,23,Mato Grosso,Nova Mutum,Alto Teles Pires,-13.83272569,-56.11000525
Nova Mutum,5106224.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Mato Grosso,Nova Mutum,Alto Teles Pires,-13.83272569,-56.11000525
Nova Mutum,5106224.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,6,Mato Grosso,Nova Mutum,Alto Teles Pires,-13.83272569,-56.11000525
Nova Odessa,3533403.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Nova Odessa,Campinas,-22.78279466,-47.29363461
Nova Odessa,3533403.0,São Paulo,SP,Comércio varejista de materiais de construção,11,São Paulo,Nova Odessa,Campinas,-22.78279466,-47.29363461
Nova Odessa,3533403.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Nova Odessa,Campinas,-22.78279466,-47.29363461
Nova Odessa,3533403.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,8,São Paulo,Nova Odessa,Campinas,-22.78279466,-47.29363461
Nova Olimpia,4117206.0,Paraná,PR,Comércio atacadista de materiais de construção,1,Paraná,Nova Olimpia,Umuarama,-23.47110098,-53.09123295
Nova Olimpia,4117206.0,Paraná,PR,Comércio varejista de materiais de construção,3,Paraná,Nova Olimpia,Umuarama,-23.47110098,-53.09123295
Nova Olimpia,5106232.0,Mato Grosso,MT,Comércio varejista de materiais de construção,3,Mato Grosso,Nova Olimpia,Tangará da Serra,-14.77941424,-57.28292396
Nova Olinda,1714880.0,Tocantins,TO,Comércio varejista de materiais de construção,2,Tocantins,Nova Olinda,Araguaína,-7.633314911,-48.42480679
Nova Olinda,2309201.0,Ceará,CE,Comércio varejista de materiais de construção,2,Ceará,Nova Olinda,Cariri,-7.084102811,-39.67948547
Nova Olinda,2309201.0,Ceará,CE,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Ceará,Nova Olinda,Cariri,-7.084102811,-39.67948547
Nova Olinda do Norte,1303106.0,Amazonas,AM,Comércio varejista de materiais de construção,4,Amazonas,Nova Olinda do Norte,Itacoatiara,-3.887592832,-59.09307403
Nova Padua,4313086.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nova Padua,Caxias do Sul,-29.03004645,-51.30682464
Nova Padua,4313086.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Nova Padua,Caxias do Sul,-29.03004645,-51.30682464
Nova Palma,4313102.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Nova Palma,Restinga Seca,-29.47302574,-53.47063511
Nova Palma,4313102.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Nova Palma,Restinga Seca,-29.47302574,-53.47063511
Nova Palma,4313102.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Nova Palma,Restinga Seca,-29.47302574,-53.47063511
Nova Petropolis,4313201.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Nova Petropolis,Gramado-Canela,-29.37620887,-51.10695392
Nova Petropolis,4313201.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,5,Rio Grande do Sul,Nova Petropolis,Gramado-Canela,-29.37620887,-51.10695392
Nova Petropolis,4313201.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio Grande do Sul,Nova Petropolis,Gramado-Canela,-29.37620887,-51.10695392
Nova Petropolis,4313201.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,7,Rio Grande do Sul,Nova Petropolis,Gramado-Canela,-29.37620887,-51.10695392
Nova Ponte,3145000.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Nova Ponte,Araxá,-19.16889165,-47.67057075
Nova Ponte,3145000.0,Minas Gerais,MG,"Fabricação de artefatos diversos de madeira, exceto móveis",3,Minas Gerais,Nova Ponte,Araxá,-19.16889165,-47.67057075
Nova Ponte,3145000.0,Minas Gerais,MG,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Minas Gerais,Nova Ponte,Araxá,-19.16889165,-47.67057075
Nova Prata,4313300.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,9,Rio Grande do Sul,Nova Prata,Guaporé,-28.78394471,-51.60899569
Nova Prata,4313300.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Rio Grande do Sul,Nova Prata,Guaporé,-28.78394471,-51.60899569
Nova Prata,4313300.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio Grande do Sul,Nova Prata,Guaporé,-28.78394471,-51.60899569
Nova Prata,4313300.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,8,Rio Grande do Sul,Nova Prata,Guaporé,-28.78394471,-51.60899569
Nova Prata do Iguacu,4117255.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Nova Prata do Iguacu,Francisco Beltrão,-25.63187709,-53.34795725
Nova Resende,3145109.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Nova Resende,São Sebastião do Paraíso,-21.12665191,-46.4170291
Nova Roma do Sul,4313359.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Nova Roma do Sul,Caxias do Sul,-28.98474891,-51.40515747
Nova Roma do Sul,4313359.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Nova Roma do Sul,Caxias do Sul,-28.98474891,-51.40515747
Nova Rosalandia,1715002.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Nova Rosalandia,Rio Formoso,-10.56687114,-48.90618072
Nova Russas,2309300.0,Ceará,CE,Comércio varejista de materiais de construção,4,Ceará,Nova Russas,Sertão de Cratéus,-4.70680835,-40.56530335
Nova Santa Helena,5106190.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,1,Mato Grosso,Nova Santa Helena,Sinop,-10.85099998,-55.18368574
Nova Santa Helena,5106190.0,Mato Grosso,MT,Comércio varejista de materiais de construção,4,Mato Grosso,Nova Santa Helena,Sinop,-10.85099998,-55.18368574
Nova Santa Rita,4313375.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Nova Santa Rita,Porto Alegre,-29.84861554,-51.27521069
Nova Santa Rita,4313375.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,3,Rio Grande do Sul,Nova Santa Rita,Porto Alegre,-29.84861554,-51.27521069
Nova Santa Rita,4313375.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,2,Rio Grande do Sul,Nova Santa Rita,Porto Alegre,-29.84861554,-51.27521069
Nova Santa Rosa,4117222.0,Paraná,PR,Comércio varejista de materiais de construção,4,Paraná,Nova Santa Rosa,Toledo,-24.46476453,-53.95511608
Nova Serrana,3145208.0,Minas Gerais,MG,Comércio varejista de materiais de construção,12,Minas Gerais,Nova Serrana,Divinópolis,-19.87586738,-44.98557874
Nova Soure,2922904.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Nova Soure,Ribeira do Pombal,-11.2380082,-38.48461393
Nova Timboteua,1505007.0,Pará,PA,Comércio varejista de materiais de construção,3,Pará,Nova Timboteua,Bragantina,-1.204143647,-47.39320228
Nova Trento,4211504.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,1,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Trento,4211504.0,Santa Catarina,SC,Comércio varejista de materiais de construção,7,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Trento,4211504.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",3,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Trento,4211504.0,Santa Catarina,SC,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Trento,4211504.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,4,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Trento,4211504.0,Santa Catarina,SC,Fabricação de outros artigos de carpintaria para construção,1,Santa Catarina,Nova Trento,Tijucas,-27.28777117,-48.92579543
Nova Ubirata,5106240.0,Mato Grosso,MT,Comércio varejista de materiais de construção,6,Mato Grosso,Nova Ubirata,Alto Teles Pires,-13.03382772,-55.27321332
Nova Ubirata,5106240.0,Mato Grosso,MT,Fabricação de outros artigos de carpintaria para construção,1,Mato Grosso,Nova Ubirata,Alto Teles Pires,-13.03382772,-55.27321332
Nova Uniao,1101435.0,Rondônia,RO,Comércio varejista de materiais de construção,1,Rondônia,Nova Uniao,Ji-Paraná,-10.91553204,-62.5550894
Nova Uniao,3136603.0,Minas Gerais,MG,Comércio varejista de materiais de construção,6,Minas Gerais,Nova Uniao,Itabira,-19.68810337,-43.57999441
Nova Venecia,3203908.0,Espírito Santo,ES,Comércio varejista de materiais de construção,10,Espírito Santo,Nova Venecia,Nova Venécia,-18.712906,-40.40154788
Nova Venecia,3203908.0,Espírito Santo,ES,Fabricação de móveis com predominância de madeira,1,Espírito Santo,Nova Venecia,Nova Venécia,-18.712906,-40.40154788
Nova Veneza,4211603.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,1,Santa Catarina,Nova Veneza,Criciúma,-28.6382326,-49.50312358
